tailid;coordsys;x;y;z
31419;utm33;37260;6563468;
31503;utm33;278703;6578787;
31504;utm33;263747;6652063;
31505;utm33;268195;6570998;
31509;utm33;332945;6678641;
31510;utm33;294661;6744107;
31511;utm33;175448;6786148;
31512;utm33;286818;6746019;
31514;utm33;279488;6653230;
31518;utm33;234293;6581233;
31520;utm33;222161;6610797;
31521;utm33;227016;6564440;
31522;utm33;243910;6595125;
31523;utm33;215460;6556059;
31524;utm33;178046;6539334;
31525;utm33;225619;6634120;
31528;utm33;238240;6580061;
35062;utm33;261816;6649194;
35264;utm33;-35469;6555348;
42573;utm33;-37555;6565226;
26582;utm33;262950;6649096;
26583;utm33;261675;6650307;
21569;utm33;155267;6994029;
42022;utm33;;;
44442;utm33;214588;6549208;
42162;utm33;634939;7642429;
26606;utm33;262256;6649001;
26609;utm33;460936;7354417;
26610;utm33;516712;8683998;
42322;utm33;-31600;6572636;
41062;utm33;-38882;6565579;
26653;utm33;-32782;6735255;
26654;utm33;45047;6958160;
26659;utm33;262163;6649500;
25680;utm33;124670;6958788;
40622;utm33;;;
25664;utm33;261763;6649234;
25781;utm33;653760;7732372;
40742;utm33;262877;6649176;
43652;utm33;279402;6653102;
25775;utm33;133591;7018443;
25794;utm33;279290;6682490;
25789;utm33;99157;6931458;
25836;utm33;419985;7536817;
25839;utm33;253882;6596410;
25848;utm33;61369;6475127;
43782;utm33;229908;6632621;
25819;utm33;;;
25864;utm33;;;
25869;utm33;404409;7366068;
25873;utm33;702920;7727292;
43783;utm33;;;
43784;utm33;273619;7042914;
43785;utm33;-38003;6564789;
43786;utm33;653481;7731577;
40244;utm33;261695;6998723;
44762;utm33;-17457;6906524;
35325;utm33;262077;6649729;
36641;utm33;262418;6649715;
35701;utm33;;;
36701;utm33;27237;6897761;
36943;utm33;230508;6632653;
36944;utm33;474157;7462594;
37853;utm33;255885;6784291;
37854;utm33;278530;6578029;
38068;utm33;474538;7462539;
38145;utm33;263663;6653516;
39222;utm33;;;
39223;utm33;;;
39224;utm33;;;
43122;utm33;261275;6650477;
40644;utm33;618442;7682959;
41482;utm33;;;
41582;utm33;;;
43882;utm33;;;
40522;utm33;-31903;6571322;
40523;utm33;-35314;6730232;
40526;utm33;268573;7032932;
40527;utm33;655319;7736673;
41702;utm33;261957;6649713;
41942;utm33;261071;6650463;
41943;utm33;264460;6640543;
41950;utm33;269978;6654175;
30636;utm33;1011577;7921027;
30637;utm33;376749;7220939;
30638;utm33;103800;6485579;
30640;utm33;-16942;6533438;
30641;utm33;24457;7081274;
30642;utm33;474216;7463310;
30661;utm33;243837;6595019;
30662;utm33;-11043;6886693;
30664;utm33;370576;7263461;
30665;utm33;84710;6543656;
26340;utm33;261892;6649410;
26342;utm33;;;
26373;utm33;262035;6650724;
26374;utm33;263340;6649141;
26375;utm33;261282;6649624;
26378;utm33;262624;6649635;
26396;utm33;261715;6649424;
26401;utm33;278796;6654434;
21710;utm33;25043;6551802;
22705;utm33;195366;7080678;
22721;utm33;300975;7015989;
22813;utm33;7788;6510597;
22729;utm33;57518;6741845;
21563;utm33;373416;7127081;
31115;utm33;78991;6954709;
41642;utm33;16201;6945678;
42962;utm33;263340;6649141;
25961;utm33;;;
44662;utm33;310786;6598203;
43663;utm33;-32478;6574156;
43002;utm33;266125;6765215;
43662;utm33;-32060;6734099;
43664;utm33;-50815;6626526;
43665;utm33;-33060;6560348;
25877;utm33;274328;6650736;
25880;utm33;290054;7038289;
25846;utm33;263777;6653699;
25855;utm33;111733;6475634;
25860;utm33;317450;7073995;
25882;utm33;201825;6683534;
25949;utm33;87238;6501410;
25952;utm33;17125;6714275;
25955;utm33;676456;7768303;
25938;utm33;587910;7631243;
28606;utm33;;;
28614;utm33;261466;6649579;
28648;utm33;392884;7324552;
28650;utm33;238240;6580061;
30924;utm33;303745;6670141;
30925;utm33;410718;7343529;
30926;utm33;265617;6627092;
30927;utm33;1009391;7842171;
30928;utm33;146556;6979649;
30929;utm33;128474;6560199;
30930;utm33;270662;6663376;
30932;utm33;173581;6585545;
30933;utm33;188497;6774921;
30934;utm33;83329;6934467;
30936;utm33;222365;6839614;
30937;utm33;897002;7911375;
30938;utm33;309551;6700096;
30939;utm33;232380;6754476;
30940;utm33;732271;7751438;
30941;utm33;165335;6696532;
30942;utm33;175407;6616214;
30943;utm33;339182;7198062;
30944;utm33;238240;6580061;
30945;utm33;30272;6689046;
30946;utm33;227418;6951690;
30947;utm33;265617;6627092;
30948;utm33;242165;7030257;
26416;utm33;262189;6649849;
26417;utm33;260181;6651333;
26419;utm33;263758;6652460;
26420;utm33;262127;6649664;
33359;utm33;;;
33360;utm33;;;
33361;utm33;;;
33382;utm33;261168;6649577;
21436;utm33;995046;7841906;
33401;utm33;270405;7041538;
21703;utm33;;;
21690;utm33;145252;6528401;
24701;utm33;496255;7605671;
24738;utm33;170026;6744541;
24749;utm33;125334;6484618;
24725;utm33;8453;6834049;
24757;utm33;426440;7554276;
24760;utm33;196557;6645180;
24764;utm33;-12053;6563006;
24771;utm33;101854;6993611;
34381;utm33;260916;6652192;
34545;utm33;-31698;6572899;
34546;utm33;-50953;6626190;
34547;utm33;13598;6847337;
34548;utm33;45086;6957884;
34550;utm33;133591;7018443;
34551;utm33;270909;7042413;
34552;utm33;329035;7103077;
34553;utm33;481962;7568628;
31543;utm33;192459;6575730;
31546;utm33;88266;6466524;
31547;utm33;-35654;6576932;
31548;utm33;-51331;6627641;
31549;utm33;-31227;6573715;
31553;utm33;46787;6801019;
31555;utm33;45265;6957919;
31558;utm33;-27723;6870218;
31560;utm33;100199;6980760;
31581;utm33;-39748;6537951;
31582;utm33;-17391;6637336;
31583;utm33;-32738;6570278;
31584;utm33;279488;6653230;
34203;utm33;;;
34021;utm33;262552;6649800;
38442;utm33;274011;7039046;
34402;utm33;286351;6746180;
35581;utm33;99867;6980535;
38702;utm33;516712;8683998;
38443;utm33;270932;7041955;
33961;utm33;261973;6648892;
30950;utm33;-27221;6710055;
30951;utm33;283102;7137877;
30952;utm33;261896;6649796;
30953;utm33;-20423;6747581;
30954;utm33;353384;7155519;
30955;utm33;877614;7802630;
30956;utm33;192191;6576144;
30957;utm33;-43255;6764204;
30958;utm33;292317;6593336;
30959;utm33;460818;7355180;
30960;utm33;-37751;6577765;
30961;utm33;124782;6958829;
30962;utm33;230911;6591109;
30963;utm33;293879;6868165;
30964;utm33;245835;6976356;
30965;utm33;-31733;6588110;
30966;utm33;182369;6998215;
30967;utm33;241764;6831569;
40302;utm33;544101;7689796;
41002;utm33;;;
39642;utm33;241053;6578988;
39662;utm33;279297;6575860;
40327;utm33;525686;7552336;
40330;utm33;540658;7588901;
40331;utm33;443369;7417211;
40344;utm33;417351;7302903;
40345;utm33;481973;7568652;
40346;utm33;1040090;7902596;
40348;utm33;909782;7742380;
40350;utm33;776694;7809305;
40353;utm33;877447;7802575;
40354;utm33;1076658;7806937;
43222;utm33;435699;6998351;
43223;utm33;102658;6981049;
43224;utm33;53409;6956051;
43225;utm33;36767;6922784;
44382;utm33;230906;6632656;
43227;utm33;270064;7041034;
43228;utm33;267553;7034846;
43230;utm33;;;
44702;utm33;897301;7911052;
24563;utm33;179887;6902491;
36061;utm33;261871;6650297;
38643;utm33;-31900;6733995;
34105;utm33;136674;6497287;
34106;utm33;436258;6998939;
34107;utm33;653071;7731171;
39702;utm33;270225;7041570;
21550;utm33;301032;7015949;
40034;utm33;267712;6570778;
40222;utm33;262058;6648778;
25835;utm33;99999;6980792;
39462;utm33;286619;6746272;
40183;utm33;99719;6980507;
40184;utm33;-31600;6572636;
40185;utm33;238339;6580129;
40186;utm33;263056;6649042;
41222;utm33;-31666;6573639;
41223;utm33;-41877;6540755;
43164;utm33;283812;6679346;
41225;utm33;-34992;6572153;
43165;utm33;262237;6649024;
41228;utm33;-40110;6548267;
41402;utm33;-30210;6841877;
43166;utm33;262369;6648932;
24747;utm33;105682;6581001;
24750;utm33;516692;7460202;
24754;utm33;-40129;6681969;
24772;utm33;-9671;6649032;
24776;utm33;17472;6468718;
24822;utm33;-23812;6736370;
24860;utm33;283274;6611429;
24867;utm33;87218;6989786;
42542;utm33;80077;6954190;
24817;utm33;667174;7686827;
24852;utm33;392884;7324552;
24884;utm33;173667;6617423;
24889;utm33;34899;6752730;
24841;utm33;100315;6980706;
24880;utm33;193595;6570780;
24894;utm33;56074;6456546;
24907;utm33;233050;6633372;
24974;utm33;515878;7621928;
24955;utm33;517117;7461844;
24930;utm33;329033;7104566;
24934;utm33;317450;7073995;
24969;utm33;599877;7590729;
24978;utm33;262254;6649760;
44602;utm33;234931;6602386;
44603;utm33;243018;6594875;
24964;utm33;878318;7801285;
24967;utm33;475334;7462532;
