Mandal,Quakers,1
Mandal,Methodism,5
Mandal,Atheist,28
Mandal,Baptist,1
Mandal,Protestant,1
Mandal,Catholism,2
Mandal,Adventism,12
Marker,Evangelical Lutheran Free Church,10
Marker,Methodism,1
Marker,Kristi Menighet,30
Marker,Svensk S,6
Marker,Lutheranism,32
Marker,Atheist,36
Marnardal,Atheist,3
Marnardal,Evangelical Lutheran Free Church,5
Marnardal,Baptist,7
Masfjorden,Baptist,4
Masfjorden,Atheist,4
Meldal,Atheist,2
Meldal,Dissenter,1
Meldal,Catholism,20
Meldal,Jew,6
Melhus,Baptist,28
Melhus,Lutheranism,3
Melhus,Atheist,10
Melhus,Methodism,1
Meløy,Baptist,14
Meløy,Evangelical Lutheran Free Church,91
Meløy,Lutheranism,408
Meløy,Atheist,56
Meråker,Atheist,10
Meråker,Lutheranism,1
Midtre Gauldal,Evangelical Lutheran Free Church,2
Midtre Gauldal,Baptist,1
Midtre Gauldal,Lutheranism,1
Midtre Gauldal,Atheist,2
Modum,Mormon,1
Modum,Dissenter,5
Modum,Kristi Menighet,11
Modum,Atheist,103
Modum,Catholism,7
Modum,Lutheranism,2
Modum,Frelsesarmeen,1
Modum,Baptist,3
Modum,Methodism,7
Molde,Mormon,2
Molde,Atheist,6
Molde,Evangelical Lutheran Free Church,1
Molde,Lutheranism,11
Molde,Baptist,9
Molde,Adventism,2
Molde,Methodism,4
Molde,Svensk S,1
Moss,Baptist,48
Moss,Adventism,13
Moss,Jew,4
Moss,Dissenter,63
Moss,Atheist,451
Moss,Guds Menighed,9
Moss,Lutheranism,95
Moss,Kristi Menighet,10
Moss,Evangelical Lutheran Free Church,161
Moss,Catholism,3
Moss,Frelsesarmeen,4
Moss,Methodism,125
Målselv,Atheist,45
Målselv,Lutheranism,1
Målselv,Dissenter,2
Målselv,Catholism,1
Målselv,Baptist,3
Målselv,Jew,2
Målselv,Evangelical Lutheran Free Church,2
Måsøy,Dissenter,1
Måsøy,Catholism,2
Måsøy,Atheist,32
Måsøy,Baptist,1
Namsos,Baptist,5
Namsos,Lutheranism,7
Namsos,Catholism,1
Namsos,Atheist,13
Namsos,Frelsesarmeen,4
Namsos,Evangelical Lutheran Free Church,3
Namsos,Methodism,1
Nannestad,Dissenter,1
Nannestad,Lutheranism,2
Narvik,Protestant,4
Narvik,Mormon,14
Narvik,Baptist,3
Narvik,Evangelical Lutheran Free Church,27
Narvik,Guds Menighet,9
Narvik,Methodism,46
Narvik,Atheist,76
Narvik,Dissenter,15
Narvik,Lutheranism,35
Narvik,Guds Menighed,4
Nedre Eiker,Mormon,6
Nedre Eiker,Guds Menighet,8
Nedre Eiker,Frelsesarmeen,4
Nedre Eiker,Lutheranism,14
Nedre Eiker,Methodism,25
Nedre Eiker,Evangelical Lutheran Free Church,1
Nedre Eiker,Baptist,9
Nedre Eiker,Dissenter,6
Nedre Eiker,Atheist,106
Nes (Akershus),Catholism,4
Nes (Akershus),Evangelical Lutheran Free Church,17
Nes (Akershus),Lutheranism,22
Nes (Akershus),Adventism,2
Nes (Akershus),Methodism,41
Nes (Akershus),Baptist,6
Nes (Akershus),Atheist,20
Nesna,Methodism,7
Nesna,Dissenter,3
Nesna,Baptist,17
Nesna,Adventism,7
Nesna,Atheist,7
Nesna,Evangelical Lutheran Free Church,39
Nesna,Lutheranism,22
Nesodden,Atheist,17
Nesodden,Baptist,1
Nesodden,Adventism,1
Nesodden,Kristi Menighet,21
Nesodden,Lutheranism,1
Nesodden,Mormon,6
Nesodden,Guds Menighet,4
Nissedal,Baptist,4
Nissedal,Lutheranism,74
Nissedal,Dissenter,9
Nissedal,Atheist,14
Nissedal,Evangelical Lutheran Free Church,52
Nittedal,Evangelical Lutheran Free Church,7
